EmployeeID	Age	Department	JobLevel	YearsAtCompany	MonthlyIncome	JobSatisfaction	WorkLifeBalance	OverTime	DistanceFromHome	PromotionLast5Years	PerformanceRating	TrainingHoursLastYear	Attrition
EMP0730	39	HR	4	15	10785	3	2	Yes	27.9	No	2	11	No
EMP0731	28	Operations	1	0	4545	3	4	Yes	8.8	No	4	21	No
EMP0732	42	Sales	3	14	10246	5	3	Yes	8.8	No	3	17	No
EMP0733	22	Sales	1	0	4178	3	3	No	5.7	No	2	10	No
EMP0734	48	HR	2	2	6477	3	2	No	11.3	No	1	12	No
EMP0735	42	Marketing	2	3	6953	3	3	No	2.1	No	2	15	No
EMP0736	40	Marketing	2	11	8396	2	2	No	11.9	No	2	9	Yes
EMP0737	47	Finance	2	4	7744	4	3	No	6.4	No	3	11	No
EMP0738	54	Engineering	5	16	18496	4	3	No	2.9	No	3	16	No
EMP0739	48	Marketing	3	5	9725	3	4	No	1.2	No	2	12	No
EMP0740	22	Sales	1	0	4144	1	3	Yes	12.5	No	3	16	Yes
EMP0741	25	Sales	1	1	4873	5	2	No	4.7	No	2	14	No
EMP0742	31	Sales	3	5	9639	3	4	Yes	7.9	No	3	21	No
EMP0743	38	Finance	3	9	10120	3	3	No	12	No	3	22	No
EMP0744	43	HR	3	5	8257	2	3	No	19.3	No	2	11	Yes
EMP0745	30	Sales	3	7	10016	3	2	No	14	No	2	19	No
EMP0746	39	Marketing	2	5	8527	3	2	Yes	3	No	3	13	No
EMP0747	30	Engineering	2	3	8725	4	1	Yes	19	No	3	12	Yes
EMP0748	31	Operations	1	3	4698	5	2	No	8.6	No	2	16	No
EMP0749	23	HR	1	0	4104	3	1	Yes	5.1	No	3	11	No
EMP0750	28	Sales	3	5	8721	5	2	No	12.4	No	2	11	No
EMP0751	24	IT	2	2	8881	3	3	No	5.7	No	4	17	No
EMP0752	28	Sales	2	2	5796	3	2	No	1.9	No	2	15	No
EMP0753	48	Finance	4	25	16137	3	4	No	22	No	2	16	No
EMP0754	28	Engineering	1	0	5962	5	1	Yes	3.3	No	3	23	Yes
EMP0755	60	Sales	5	25	15955	3	4	Yes	5.6	No	3	17	No
EMP0756	42	Finance	1	1	6204	5	1	No	11.9	No	3	16	No
EMP0757	39	Sales	3	9	9505	2	4	No	19	No	4	14	No
EMP0758	29	Operations	1	4	4488	5	2	Yes	7.5	No	2	11	No
EMP0759	45	Engineering	5	17	18669	3	4	Yes	5.2	No	2	16	Yes
EMP0760	32	Engineering	2	6	8663	5	3	No	2.8	No	2	11	No
EMP0761	39	Marketing	4	10	11973	4	1	Yes	15.1	No	2	14	No
EMP0762	60	Sales	3	12	9861	2	2	No	2.4	No	4	9	No
EMP0763	37	HR	1	2	4040	2	4	No	6.9	No	3	13	No
EMP0764	49	Operations	3	23	10902	2	2	Yes	11.5	Yes	3	17	Yes
EMP0765	30	Finance	3	8	10948	3	3	No	7.7	No	4	17	No
EMP0766	37	Engineering	4	13	15136	4	1	No	19.5	Yes	4	20	No
EMP0767	55	Finance	3	28	14843	1	2	Yes	14.4	Yes	4	12	No
EMP0768	31	IT	3	7	10912	3	2	No	12	No	3	20	No
EMP0769	56	Sales	2	4	6666	4	3	No	2.5	No	3	23	No
EMP0770	45	Marketing	2	2	7712	3	3	Yes	10.7	No	1	15	No
EMP0771	32	Sales	2	2	6618	3	2	Yes	20	No	3	21	No
EMP0772	44	Operations	4	22	12054	3	3	No	4.2	No	2	17	No
EMP0773	47	Finance	2	12	9456	5	3	No	10	No	2	15	No
EMP0774	44	Operations	1	4	4046	2	2	No	5.1	No	3	19	Yes
EMP0775	22	IT	1	0	6316	5	2	No	5.5	No	3	14	No
EMP0776	30	Sales	3	5	8909	3	4	Yes	5.1	No	3	19	No
EMP0777	35	Sales	2	13	9350	3	3	No	3.4	No	2	14	No
EMP0778	37	Engineering	3	5	10989	5	4	No	1.1	No	3	9	No
EMP0779	44	Engineering	2	8	9267	3	2	No	9.4	No	1	22	No
EMP0780	39	Marketing	3	16	11485	5	3	No	2.2	No	2	20	No
EMP0781	24	Operations	1	1	5008	3	1	Yes	16.4	No	3	17	No
EMP0782	41	Engineering	2	12	9957	3	3	Yes	21.6	No	3	10	No
EMP0783	44	HR	2	4	5848	5	2	No	28.9	No	2	10	No
EMP0784	43	Operations	4	21	12427	3	3	No	15.7	No	3	15	No
EMP0785	48	Sales	3	21	10914	5	4	Yes	14.5	No	2	16	No
EMP0786	46	Sales	4	16	12537	4	3	Yes	4.1	No	2	19	No
EMP0787	42	Marketing	2	2	7338	4	2	Yes	6.5	No	3	11	No
EMP0788	37	Engineering	3	11	12799	4	2	No	2	No	2	14	No
EMP0789	22	IT	1	0	6247	4	3	Yes	14	No	2	19	No
EMP0790	42	Engineering	2	5	9333	2	3	No	4.8	No	2	19	No
EMP0791	40	Operations	2	13	8406	2	3	No	17.3	No	2	19	No
EMP0792	40	Marketing	4	14	12931	3	4	No	3.3	No	3	9	No
EMP0793	25	Sales	1	1	3928	3	4	No	4.7	No	1	15	No
EMP0794	27	Sales	2	2	6061	4	3	No	9	No	4	10	No
EMP0795	48	Sales	4	10	11357	4	2	No	15.1	No	4	11	No
EMP0796	37	Sales	3	8	9508	4	4	No	3	No	3	16	No
EMP0797	44	Engineering	2	5	9441	3	2	Yes	1.8	No	2	12	No
EMP0798	38	Marketing	3	14	10776	4	1	No	9.4	No	2	11	No
EMP0799	38	Marketing	3	11	11082	4	2	Yes	2.8	No	2	17	No
EMP0800	47	Marketing	2	5	6590	4	4	No	1.9	No	4	17	No
EMP0801	32	Sales	1	0	4226	4	2	No	4.4	No	2	14	No
EMP0802	38	Marketing	5	15	15497	2	3	No	10.6	No	2	10	No
EMP0803	33	Engineering	2	3	9306	3	2	Yes	16.5	No	4	11	No
EMP0804	33	IT	1	1	6328	3	1	No	2	No	4	12	No
EMP0805	34	IT	1	0	6265	4	3	No	11.6	No	2	14	Yes
EMP0806	40	Operations	2	2	6266	3	3	No	6.8	No	4	17	No
EMP0807	33	Finance	1	2	5739	3	3	No	2.4	No	2	13	No
EMP0808	50	Sales	1	4	4160	4	3	No	9.9	No	2	8	No
EMP0809	29	Sales	1	0	4378	2	2	No	19	No	2	18	No
EMP0810	36	Operations	3	6	7886	4	3	No	7.2	No	2	15	No
EMP0811	33	Engineering	1	0	6308	4	4	Yes	21.9	No	2	10	No
EMP0812	52	HR	4	19	10966	4	2	Yes	8.4	No	3	14	No
EMP0813	39	Operations	2	5	6552	4	2	Yes	9.6	No	3	16	No
EMP0814	48	Marketing	1	0	4404	5	2	No	7.8	Yes	2	10	No
EMP0815	23	Sales	1	0	4494	2	3	No	9.6	No	2	10	No
EMP0816	40	Sales	3	14	10134	4	3	No	22.5	No	1	16	No
EMP0817	46	Sales	3	6	8123	4	3	No	23.3	No	4	16	No
EMP0818	38	Finance	4	10	13772	3	1	Yes	4.3	Yes	3	16	No
EMP0819	48	HR	4	22	11957	4	4	No	5.1	No	2	14	No
EMP0820	32	IT	2	3	8583	4	4	No	11.4	No	2	14	No
EMP0821	52	Finance	3	25	13442	3	1	Yes	1.1	No	3	11	No
EMP0822	60	Sales	4	26	13441	4	3	No	22.8	No	2	11	No
EMP0823	34	Sales	3	8	9678	5	3	No	3.7	No	3	14	No
EMP0824	33	HR	2	8	7315	3	3	No	6	Yes	2	16	No
EMP0825	52	IT	3	8	12124	5	3	No	2.1	No	3	11	No
EMP0826	53	Sales	4	15	11466	3	4	No	12.7	No	3	16	No
EMP0827	32	Operations	2	9	7924	2	3	No	9	Yes	1	15	No
EMP0828	33	Engineering	3	5	11831	2	2	Yes	2.4	No	3	14	No
EMP0829	35	Engineering	1	1	6774	3	3	No	7.1	No	3	21	No
EMP0830	24	IT	1	1	6566	3	3	No	8.2	No	3	13	No
EMP0831	28	Sales	2	2	6774	4	2	Yes	6.9	No	2	19	No
EMP0832	27	Finance	2	3	7752	2	2	Yes	20.4	No	4	19	No
EMP0833	30	Sales	2	8	7120	3	1	No	1.8	No	2	12	No
EMP0834	37	Operations	2	2	5839	3	4	No	32.8	No	2	16	No
EMP0835	40	Operations	2	5	6539	3	3	No	10.4	No	1	12	No
EMP0836	53	Operations	1	1	3855	1	4	Yes	1	No	3	16	No
EMP0837	28	Sales	2	6	6342	3	4	No	4.2	No	3	17	No
EMP0838	47	Sales	4	16	11458	3	1	Yes	7.3	No	2	15	No
EMP0839	35	HR	3	11	8833	4	2	No	7.7	No	3	15	No
EMP0840	37	Engineering	2	4	8865	3	2	No	11.4	No	1	11	No
EMP0841	44	Marketing	3	7	10304	3	3	No	3.8	No	3	11	No
EMP0842	26	HR	1	1	4059	1	3	No	8.9	No	2	6	No
EMP0843	41	Sales	2	9	8226	4	3	Yes	4.2	No	3	19	No
EMP0844	39	Finance	5	17	16555	3	4	No	3.8	No	2	10	No
EMP0845	42	Operations	2	9	7395	3	4	No	8.5	No	3	13	No
EMP0846	40	IT	2	8	9596	4	2	No	7.4	No	2	16	No
EMP0847	60	Engineering	4	27	17276	4	4	No	6.2	No	3	11	No
EMP0848	31	Engineering	3	7	12356	3	4	No	1.4	No	2	17	No
EMP0849	32	Sales	2	2	6863	4	3	No	8.6	No	4	18	No
EMP0850	31	Sales	1	0	4902	3	2	No	20.7	No	2	21	No
EMP0851	32	Engineering	2	3	8529	3	2	No	3.7	No	3	14	No
EMP0852	31	IT	3	7	11380	4	2	Yes	8.8	Yes	2	20	No
EMP0853	49	Sales	2	2	5506	4	2	No	8.6	No	2	11	No
EMP0854	52	Engineering	3	9	12118	5	3	Yes	6.3	No	4	15	No
EMP0855	32	Sales	1	1	3964	3	3	Yes	5.9	No	3	17	No
EMP0856	29	Engineering	2	6	10473	3	2	No	1.4	No	3	16	No
EMP0857	42	Sales	3	19	11100	4	3	No	18.1	No	3	21	No
EMP0858	32	HR	2	5	6150	2	1	No	3.2	No	3	21	No
EMP0859	44	Engineering	5	20	18976	5	1	No	14.9	No	3	19	No
EMP0860	40	Sales	1	1	3954	3	4	No	26.1	No	2	6	No
EMP0861	22	Sales	1	0	4253	1	1	No	5.9	No	4	8	No
EMP0862	53	Marketing	3	9	10175	2	1	No	11.7	Yes	2	24	No
EMP0863	55	Engineering	1	1	6472	3	2	Yes	8.5	No	2	14	Yes
EMP0864	31	Sales	3	8	8810	2	3	Yes	8.3	No	4	16	No
EMP0865	34	IT	2	10	9271	3	3	No	13.2	No	2	19	No
EMP0866	40	Engineering	2	9	9805	3	3	No	5.9	No	2	18	No
EMP0867	41	Marketing	1	1	5465	1	3	No	9.6	No	3	19	No
EMP0868	44	Operations	3	7	8715	3	2	No	13	No	4	20	No
EMP0869	58	Engineering	3	23	13796	3	3	Yes	21.5	Yes	4	14	No
EMP0870	36	Operations	1	0	4253	3	3	No	19.4	No	2	13	No
EMP0871	30	IT	1	0	5457	4	3	Yes	1	No	2	21	No
EMP0872	24	Sales	1	0	4028	3	2	No	11.2	No	3	29	No
EMP0873	30	Operations	2	3	6534	4	3	No	7.8	No	2	16	No
EMP0874	37	Sales	1	1	4923	3	2	No	6.9	No	2	16	No
EMP0875	55	Engineering	2	11	10043	1	3	Yes	18.9	No	3	17	No
EMP0876	32	Operations	1	0	4455	5	3	Yes	5.2	No	2	9	No
EMP0877	40	IT	3	8	12024	3	3	No	6.4	No	1	7	No
EMP0878	37	Finance	3	12	10476	3	3	No	3.1	No	1	16	No
EMP0879	49	Sales	4	18	12805	3	3	No	11.1	No	4	17	No
EMP0880	60	HR	4	16	11974	4	4	No	13.3	No	3	19	No
EMP0881	32	Marketing	1	1	5007	5	3	No	23.3	No	4	14	No
EMP0882	33	Engineering	3	7	12618	5	3	No	4.9	No	2	18	No
EMP0883	48	IT	2	4	8877	5	3	No	2.8	No	3	19	No
EMP0884	44	Engineering	3	6	11739	3	3	No	9.4	No	2	11	No
EMP0885	56	Sales	4	15	12283	5	2	No	21.9	No	2	11	No
EMP0886	43	Sales	3	16	9739	3	4	No	6.4	No	2	15	No
EMP0887	34	Engineering	3	5	12385	1	4	No	7.7	No	1	12	No
EMP0888	43	Finance	3	6	10551	2	4	No	13.9	No	3	20	No
EMP0889	49	Sales	5	19	13950	3	2	Yes	2.8	No	3	7	No
EMP0890	46	Operations	2	7	6663	4	2	No	10.9	No	2	17	No
EMP0891	43	Sales	2	7	7361	2	2	Yes	10.2	No	2	13	Yes
EMP0892	48	Engineering	5	22	19464	3	4	No	3.7	No	4	17	No
EMP0893	49	Finance	4	10	13562	5	2	No	4.5	No	3	11	No
EMP0894	51	Sales	3	14	10039	4	3	No	3.5	Yes	3	16	No
EMP0895	44	Marketing	3	17	11397	4	2	No	38.1	No	3	13	No
EMP0896	36	Operations	2	5	5951	2	2	Yes	19.5	No	3	16	No
EMP0897	39	Marketing	3	11	10386	1	2	No	19.1	No	3	17	No
EMP0898	50	HR	3	14	9004	2	4	No	7.3	Yes	2	17	No
EMP0899	29	Operations	2	3	6455	3	4	No	2.8	No	1	13	No
EMP0900	41	IT	3	5	10328	4	2	No	12	No	2	18	No
EMP0901	34	Sales	1	1	4429	2	1	No	10.6	No	4	14	No
EMP0902	38	Finance	2	8	9553	2	4	No	5.7	No	2	15	Yes
EMP0903	50	Sales	3	7	9359	2	1	No	10.4	No	3	8	No
EMP0904	39	Sales	3	13	10519	3	1	Yes	8.4	No	3	15	No
EMP0905	38	Engineering	3	7	11653	4	4	Yes	8.3	No	3	16	No
EMP0906	24	IT	1	1	6783	4	4	No	2.5	No	2	22	Yes
EMP0907	45	Marketing	2	3	7848	3	2	No	1	No	3	17	No
EMP0908	44	Engineering	3	5	11584	4	1	No	8.1	Yes	3	12	No
EMP0909	59	Sales	2	2	6923	3	1	Yes	4.5	No	3	16	No
EMP0910	34	IT	2	2	7802	5	3	Yes	3.4	No	3	13	No
EMP0911	40	Engineering	3	18	12871	3	3	No	8.2	No	1	9	No
EMP0912	40	Engineering	2	10	10303	3	2	No	21.3	No	2	13	No
EMP0913	53	Operations	5	28	15686	3	4	No	2.8	No	3	12	No
EMP0914	37	Marketing	3	9	9890	1	3	No	22.3	No	3	13	No
EMP0915	40	Sales	4	11	11977	3	4	No	7.6	No	2	13	No
EMP0916	44	Engineering	3	13	13017	4	2	No	4.7	No	2	12	No
EMP0917	39	IT	3	17	12592	4	4	No	3	Yes	3	12	No
EMP0918	33	IT	3	7	10993	5	4	No	6	No	3	19	No
EMP0919	39	Sales	3	8	8939	3	2	No	1.8	No	2	13	No
EMP0920	48	Engineering	3	14	12655	2	1	No	7.6	Yes	3	13	No
EMP0921	27	Sales	1	1	4451	4	2	Yes	4	No	3	18	No
EMP0922	39	Marketing	2	2	6503	1	3	No	10.7	No	2	15	No
EMP0923	30	Finance	3	6	10556	2	1	No	10.9	No	2	13	No
EMP0924	49	Engineering	2	10	10058	3	1	No	4.6	No	2	14	Yes
EMP0925	22	Operations	1	0	4531	4	1	Yes	3	No	2	12	No
EMP0926	32	Finance	3	9	10954	4	4	No	15.5	No	3	12	Yes
EMP0927	41	Finance	4	17	15397	5	3	No	9.2	No	2	25	No
EMP0928	53	IT	2	3	8580	4	2	No	7.8	No	4	24	Yes
EMP0929	37	Engineering	3	11	13717	4	2	No	7.7	No	2	7	No
EMP0930	32	Engineering	3	5	11176	5	3	Yes	11.8	No	3	19	No
EMP0931	56	Finance	3	12	11880	4	2	Yes	18.5	No	3	11	No
EMP0932	23	Operations	1	0	4156	4	3	No	13.5	No	3	25	No
EMP0933	22	Sales	1	0	4166	3	3	Yes	14.5	No	2	19	No
EMP0934	42	Operations	4	19	12520	3	2	No	5.9	No	3	11	No
EMP0935	32	Sales	2	4	7281	5	3	No	1.7	No	3	16	No
EMP0936	27	Sales	1	3	4821	5	1	Yes	5.3	No	3	14	No
EMP0937	45	Sales	3	13	10209	3	4	No	1.3	No	2	12	No
EMP0938	40	IT	3	12	12369	3	3	No	8.4	No	2	16	No
EMP0939	32	HR	2	7	6519	4	4	Yes	5.8	No	2	15	Yes
EMP0940	25	Sales	2	3	6372	3	2	No	14.1	No	3	18	No
EMP0941	46	IT	3	12	12239	5	4	Yes	6.7	No	3	13	Yes
EMP0942	44	Finance	2	14	9704	4	3	No	24.3	No	3	17	No
EMP0943	37	Operations	2	2	5649	2	2	No	30.4	No	2	15	Yes
EMP0944	56	Sales	1	0	4828	4	3	No	2.4	No	2	18	No
EMP0945	27	Sales	2	5	7072	4	3	Yes	13.6	No	3	7	No
EMP0946	22	HR	1	0	3932	2	1	No	6	No	3	7	No
EMP0947	31	Operations	1	1	3604	3	3	No	6.5	No	3	14	No
EMP0948	37	Marketing	1	1	5308	5	4	No	15.8	No	2	13	No
EMP0949	40	Marketing	4	18	12955	2	1	No	4.8	No	2	14	No
EMP0950	35	Operations	3	7	8680	3	4	No	7.9	No	3	16	No
EMP0951	41	Sales	1	2	5226	4	3	Yes	1.3	No	3	21	No
EMP0952	25	Finance	2	3	8981	2	3	No	5.3	No	3	16	No
EMP0953	52	Engineering	3	22	14133	3	4	Yes	12.8	No	3	16	No
EMP0954	37	Sales	3	9	10329	3	3	Yes	3.2	No	3	17	No
EMP0955	49	Sales	4	13	12216	3	3	No	7.9	No	3	12	No
EMP0956	41	Operations	3	8	8996	3	3	No	24.2	No	2	15	No
EMP0957	42	Operations	3	7	9167	1	2	Yes	2.3	No	2	9	No
EMP0958	43	Engineering	5	16	18669	5	3	No	32.7	No	3	17	No
EMP0959	42	Sales	5	15	14361	5	3	No	12.4	No	2	9	No
EMP0960	44	Sales	2	9	7579	3	2	Yes	25	Yes	3	14	No
EMP0961	51	IT	4	20	15491	2	4	No	13.3	No	3	12	No
EMP0962	39	Finance	3	9	10604	2	3	No	4	No	4	16	No
EMP0963	45	IT	5	23	18614	2	1	No	11.3	No	4	21	Yes
EMP0964	37	Operations	3	5	8900	4	4	No	8.6	No	2	12	No
EMP0965	52	Engineering	5	21	18269	4	3	Yes	10.2	No	3	14	No
EMP0966	31	Sales	1	0	3961	2	3	No	18.4	No	3	16	No
EMP0967	56	HR	2	3	6948	2	2	Yes	9.2	No	2	13	No
EMP0968	37	Sales	1	3	4821	4	3	Yes	1.9	No	3	10	No
EMP0969	23	Sales	1	1	3789	3	4	No	6	No	2	14	No
EMP0970	39	Sales	1	1	3921	3	2	No	12.9	No	3	12	No
EMP0971	31	Finance	2	3	8371	4	3	No	5.2	No	3	11	No
EMP0972	46	HR	3	20	9961	3	2	No	14.5	No	4	17	No
EMP0973	31	Engineering	1	4	6839	3	2	No	6	No	2	17	Yes
EMP0974	33	Marketing	1	4	5489	1	1	No	12.9	Yes	3	11	No
EMP0975	22	Sales	1	0	4605	3	3	No	5.4	No	3	9	No
EMP0976	33	Operations	1	3	5533	1	1	Yes	4	No	2	13	No
EMP0977	22	Finance	1	0	5406	5	3	No	15	No	3	20	No
EMP0978	22	Sales	1	0	5088	3	1	No	22.3	No	3	14	No
EMP0979	45	Marketing	1	0	5056	2	4	No	6.1	No	2	16	No
EMP0980	45	HR	3	23	10074	2	3	No	14.7	No	4	13	No
EMP0981	42	Sales	5	18	15388	1	3	Yes	16.6	No	2	27	No
EMP0982	28	Engineering	1	1	7211	5	2	Yes	8.8	No	2	15	No
EMP0983	37	IT	2	8	9243	2	3	No	1.6	No	3	8	No
EMP0984	37	Sales	2	6	7275	4	3	No	19.2	No	2	14	No
EMP0985	26	HR	1	0	4619	4	3	Yes	15.2	No	2	12	No
EMP0986	53	Operations	4	12	10947	3	2	Yes	12.6	No	2	17	No
EMP0987	46	Engineering	5	17	18633	4	3	No	1.4	No	3	11	No
EMP0988	35	Engineering	2	8	9193	3	3	No	1	No	2	10	No
EMP0989	38	Operations	2	9	8146	2	3	Yes	2.1	No	3	13	No
EMP0990	40	Engineering	2	8	9781	2	3	No	1.7	No	1	11	Yes
EMP0991	22	Finance	1	0	5875	3	3	Yes	15.9	No	2	11	No
EMP0992	35	Finance	3	10	12078	3	2	Yes	34.1	No	3	8	No
EMP0993	31	Operations	2	8	7489	4	2	Yes	27.2	No	2	17	Yes
EMP0994	27	IT	1	1	5924	4	3	Yes	6.2	No	3	13	No
EMP0995	35	Operations	3	12	10220	2	4	No	7.2	Yes	2	12	No
EMP0996	55	Finance	2	2	8417	4	4	No	7.9	No	2	17	No
EMP0997	44	Operations	3	8	8677	2	3	No	14	No	3	22	No
EMP0998	32	IT	2	2	7668	5	2	No	16	No	2	14	No
EMP0999	43	IT	3	17	12982	5	3	No	4.4	No	2	12	No
EMP1000	51	Operations	3	7	8345	2	2	No	6.6	No	2	16	No
EMP1001	47	Sales	4	21	13062	4	3	Yes	7.6	No	2	11	No
EMP1002	38	Finance	3	7	10629	5	3	No	10.2	Yes	2	11	No
EMP1003	31	Sales	3	6	9192	2	3	No	6.9	No	3	14	No
EMP1004	44	Engineering	3	18	13275	2	3	No	1.9	No	3	12	No
EMP1005	41	Sales	3	7	9863	3	4	Yes	4.1	No	3	11	No
EMP1006	46	IT	3	9	12096	2	2	No	9	No	4	16	No
EMP1007	44	Engineering	3	16	12967	5	3	No	5.3	No	3	16	No
EMP1008	48	Finance	1	0	5504	5	3	No	6.7	No	4	13	No
EMP1009	32	Marketing	2	9	8604	5	2	No	1.2	No	2	13	No
EMP1010	51	Sales	3	12	9148	3	3	Yes	14.2	No	2	8	No
EMP1011	39	Marketing	4	15	13484	1	1	No	7.1	No	3	10	No
EMP1012	58	Finance	3	28	13245	3	3	No	5.2	No	2	7	No
EMP1013	31	Operations	2	8	7847	5	3	No	12.9	Yes	4	15	No
EMP1014	55	Sales	3	5	8663	4	3	No	27	No	3	12	No
EMP1015	39	Engineering	1	4	7124	5	3	Yes	6.1	No	3	15	No
EMP1016	31	Finance	1	1	5077	5	3	Yes	6.8	No	2	16	Yes
EMP1017	33	Sales	3	10	9887	3	4	Yes	10.7	No	3	16	No
EMP1018	34	Sales	3	8	8713	1	3	No	15	No	2	15	No
EMP1019	42	Sales	3	5	8702	1	3	Yes	8.4	No	3	17	No
EMP1020	43	Finance	2	7	9233	4	3	Yes	8.4	No	3	10	Yes
EMP1021	32	Engineering	2	8	9908	5	3	Yes	1.1	No	2	14	No
EMP1022	37	Marketing	3	8	10482	3	4	No	4.3	No	3	22	No
EMP1023	59	IT	3	7	11313	5	3	Yes	8.8	No	3	15	No
EMP1024	55	Operations	2	2	5657	4	2	No	3.7	No	3	18	Yes
EMP1025	42	Engineering	2	12	10590	2	2	Yes	20.1	No	3	17	No
EMP1026	38	HR	1	1	3689	4	3	No	18.1	No	2	10	No
EMP1027	39	Sales	4	16	11988	3	2	Yes	14.7	No	3	12	No
EMP1028	44	Sales	4	15	12863	2	3	No	8.3	No	2	23	No
EMP1029	27	Engineering	2	3	9139	4	2	No	10.9	No	2	15	No
EMP1030	35	Engineering	1	1	5468	4	3	Yes	3.8	No	3	15	No
EMP1031	22	Marketing	1	0	4994	3	3	Yes	7.5	No	2	16	No
EMP1032	41	IT	3	13	12310	1	4	No	3.8	No	2	16	No
EMP1033	44	IT	1	1	5762	3	4	No	11.5	No	2	11	Yes
EMP1034	33	Sales	3	10	9427	3	3	Yes	22.9	Yes	3	14	No
EMP1035	53	Marketing	3	26	13554	2	2	No	22.9	No	2	10	Yes
EMP1036	25	Sales	1	0	5497	2	1	No	9	Yes	2	16	Yes
EMP1037	23	Marketing	1	1	5128	2	3	No	22.6	No	3	20	No
EMP1038	40	Sales	4	16	12381	3	3	No	6.7	No	4	11	No
EMP1039	48	IT	3	14	11857	4	1	No	7.7	No	3	19	No
EMP1040	54	Operations	3	19	11257	4	3	No	12.7	No	4	14	No
EMP1041	33	Sales	2	4	6570	1	4	No	5.2	No	3	14	No
EMP1042	48	Operations	2	6	6568	1	3	Yes	8.3	Yes	2	21	No
EMP1043	37	Marketing	1	1	5545	2	3	No	15.6	No	3	8	Yes
EMP1044	36	HR	3	7	8390	3	3	No	15.1	Yes	3	17	No
EMP1045	46	Marketing	2	10	8774	5	4	No	4.5	Yes	3	18	No
EMP1046	44	Finance	4	17	14989	2	3	No	9.3	No	3	21	No
EMP1047	22	Operations	1	0	4195	3	3	No	10.3	No	3	19	No
EMP1048	52	Operations	4	26	13581	1	3	Yes	21	No	2	14	No
EMP1049	51	Marketing	3	25	11896	1	3	Yes	4.7	No	1	28	Yes
EMP1050	31	Operations	1	4	5617	1	3	No	3.3	No	3	12	No
EMP1051	41	IT	4	12	14469	4	4	No	41	No	4	16	No
EMP1052	42	Engineering	3	17	13786	1	4	No	13.9	Yes	2	14	No
EMP1053	40	Sales	1	1	4896	3	2	No	7.2	No	2	19	No
EMP1054	32	Finance	1	3	4951	4	3	No	2.3	No	2	11	No
EMP1055	31	IT	2	3	8679	4	4	No	3.1	No	3	19	No
EMP1056	37	Sales	4	15	11093	2	3	No	9.3	No	3	15	No
EMP1057	49	Engineering	3	12	12847	3	3	No	5.2	No	3	14	No
EMP1058	43	Sales	5	15	14058	4	4	Yes	4.2	No	3	7	No
EMP1059	34	Operations	3	5	7670	3	4	No	13.2	No	2	16	No
EMP1060	45	IT	3	7	11584	3	1	Yes	2.8	No	4	19	No
EMP1061	22	HR	1	0	3762	3	2	No	30.6	No	4	21	No
EMP1062	49	Engineering	4	15	15368	1	4	No	12.2	No	3	20	No
EMP1063	22	IT	1	0	4506	3	3	No	17.7	No	2	20	No
EMP1064	34	Sales	4	12	11080	4	3	Yes	17.9	Yes	2	11	No
EMP1065	26	Operations	2	4	6086	4	4	No	8.5	No	2	14	No
EMP1066	25	Engineering	1	1	5581	4	4	No	9.6	No	2	16	No
EMP1067	49	Marketing	2	3	7187	3	3	No	3.8	No	1	15	No
EMP1068	33	HR	1	1	3813	4	1	No	15.9	No	2	11	No
EMP1069	41	Marketing	3	8	10350	4	3	No	12.2	No	3	12	No
EMP1070	37	IT	1	1	4584	4	2	No	13	No	4	18	No
EMP1071	42	IT	3	16	13836	2	1	Yes	21.4	No	2	8	No
EMP1072	38	Operations	3	7	8302	4	3	No	11.8	No	3	16	Yes
EMP1073	25	Sales	1	1	4496	2	4	Yes	3.9	No	2	13	Yes
EMP1074	47	Engineering	3	14	13197	5	4	No	8.6	No	3	13	No
EMP1075	33	HR	3	8	9269	3	4	No	11.5	No	2	12	No
EMP1076	22	IT	1	0	5505	3	2	No	2.4	No	1	12	No
EMP1077	33	HR	1	0	4344	3	3	No	2.1	No	2	14	No
EMP1078	53	IT	3	22	13404	3	1	Yes	3.7	No	3	12	No
EMP1079	46	IT	1	1	6420	4	4	No	1.8	No	2	13	No
EMP1080	34	Marketing	3	5	10098	3	3	No	3.8	No	3	11	No
EMP1081	34	Operations	3	12	8827	4	4	No	12	No	2	15	No
EMP1082	34	IT	3	10	12229	4	2	No	12.4	No	4	14	No
EMP1083	58	Operations	4	33	13476	2	3	No	3.8	No	4	16	Yes
EMP1084	41	Finance	4	17	14279	4	2	No	10.2	No	3	16	No
EMP1085	42	Operations	3	9	8240	5	2	No	12.6	No	3	16	No
EMP1086	48	Sales	3	9	9450	2	2	No	10.9	No	3	19	No
EMP1087	40	Marketing	2	5	8249	4	3	No	19.7	No	3	15	No
EMP1088	35	Sales	3	10	8978	2	3	No	21.3	Yes	4	10	No
EMP1089	36	Sales	3	11	9950	5	3	No	2	No	4	20	No
EMP1090	37	Operations	1	0	4079	3	3	No	12.9	No	3	13	No
EMP1091	37	Marketing	3	10	9986	5	1	Yes	13.7	No	2	18	No
EMP1092	45	Sales	2	12	7888	2	3	No	20.3	No	3	9	No
EMP1093	38	Engineering	4	15	15739	4	3	No	6.8	No	3	12	No
EMP1094	45	IT	3	9	12260	3	4	No	24.9	No	3	11	No
EMP1095	37	Operations	2	10	7533	3	2	No	6.6	No	3	18	Yes
EMP1096	38	Sales	1	1	4631	4	1	No	14.8	No	2	20	No
EMP1097	22	IT	1	0	5811	4	2	No	12.5	No	2	14	No
